#name	ftp_path	organism	assembly_level
Acin_pit_PHEA_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/145/GCF_000191145.1_ASM19114v1	Acinetobacter pittii	Complete Genome
Mora_osl_GCF_001553955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/955/GCF_001553955.1_ASM155395v1	Moraxella osloensis	Complete Genome
Mora_osl_GCF_002752755_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/755/GCF_002752755.2_ASM275275v2	Moraxella osloensis	Complete Genome
Mora_osl_GCF_002752795_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/795/GCF_002752795.2_ASM275279v2	Moraxella osloensis	Complete Genome
Mora_osl_GCF_002753715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/715/GCF_002753715.1_ASM275371v2	Moraxella osloensis	Complete Genome
Mora_osl_GCF_002786455_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/786/455/GCF_002786455.2_ASM278645v2	Moraxella osloensis	Complete Genome
Mora_osl_GCF_009867135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/867/135/GCF_009867135.1_ASM986713v1	Moraxella osloensis	Complete Genome
Mora_osl_GCF_016028755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/755/GCF_016028755.1_ASM1602875v1	Moraxella osloensis	Complete Genome
Mora_osl_GCF_016726945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/726/945/GCF_016726945.1_ASM1672694v1	Moraxella osloensis	Complete Genome
Mora_osl_GCF_016888885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/888/885/GCF_016888885.1_ASM1688888v1	Moraxella osloensis	Complete Genome
Mora_osl_GCF_020041925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/041/925/GCF_020041925.1_ASM2004192v1	Moraxella osloensis	Complete Genome
Pseudoa_agariv_DSM_14585_GCF_002310855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/855/GCF_002310855.1_ASM231085v1	Pseudoalteromonas agarivorans	Complete Genome
Pseudoa_agariv_GCF_003668795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/668/795/GCF_003668795.1_ASM366879v1	Pseudoalteromonas agarivorans	Complete Genome
Pseudoa_ali_GCF_001999225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/225/GCF_001999225.1_ASM199922v1	Pseudoalteromonas aliena	Complete Genome
Pseudoa_ali_SW19_GCF_014905615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/905/615/GCF_014905615.1_ASM1490561v1	Pseudoalteromonas aliena	Chromosome
Pseudoa_carr_GCF_004328865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/865/GCF_004328865.1_ASM432886v1	Pseudoalteromonas carrageenovora	Complete Genome
Pseudoa_carr_IAM_12662_GCF_014925295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/925/295/GCF_014925295.1_ASM1492529v1	Pseudoalteromonas carrageenovora	Chromosome
Pseudoa_carr_IAM_12662_GCF_900239935_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/239/935/GCF_900239935.1_PCAR91_V1	Pseudoalteromonas carrageenovora	Chromosome
Pseudoa_disti_GCF_005877035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/877/035/GCF_005877035.1_ASM587703v1	Pseudoalteromonas distincta	Complete Genome
Pseudoa_disti_KMM_3548_GCF_014918315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/918/315/GCF_014918315.1_ASM1491831v1	Pseudoalteromonas distincta	Chromosome
Pseudoa_iss_GCF_001455325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/325/GCF_001455325.1_ASM145532v1	Pseudoalteromonas issachenkonii	Complete Genome
Pseudoa_iss_GCF_002310795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/795/GCF_002310795.1_ASM231079v1	Pseudoalteromonas issachenkonii	Complete Genome
Pseudoa_luteo_DSM_6061_GCF_014925325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/925/325/GCF_014925325.1_ASM1492532v1	Pseudoalteromonas luteoviolacea	Chromosome
Pseudoa_luteo_GCF_001750165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/165/GCF_001750165.1_ASM175016v1	Pseudoalteromonas luteoviolacea	Complete Genome
Pseudoa_luteo_GCF_001750185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/185/GCF_001750185.1_ASM175018v1	Pseudoalteromonas luteoviolacea	Complete Genome
Pseudoa_luteo_GCF_001750405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/405/GCF_001750405.1_ASM175040v1	Pseudoalteromonas luteoviolacea	Complete Genome
Pseudoa_luteo_GCF_006704145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/704/145/GCF_006704145.1_ASM670414v1	Pseudoalteromonas luteoviolacea	Chromosome
Pseudoa_marina_GCF_000238335_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/335/GCF_000238335.3_ASM23833v4	Pseudoalteromonas marina	Chromosome
Pseudoa_marina_GCF_002407085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/085/GCF_002407085.1_ASM240708v1	Pseudoalteromonas marina	Complete Genome
Pseudoa_phe_GCF_001444405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/405/GCF_001444405.1_ASM144440v1	Pseudoalteromonas phenolica	Complete Genome
Pseudoa_phe_O_BC30_GCF_014925335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/925/335/GCF_014925335.1_ASM1492533v1	Pseudoalteromonas phenolica	Chromosome
Pseudoa_piscic_GCF_000238315_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/315/GCF_000238315.3_ASM23831v4	Pseudoalteromonas piscicida	Chromosome
Pseudoa_piscic_GCF_002208135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/135/GCF_002208135.1_ASM220813v1	Pseudoalteromonas piscicida	Complete Genome
Pseudoa_piscic_GCF_003429305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/429/305/GCF_003429305.1_ASM342930v1	Pseudoalteromonas piscicida	Complete Genome
Pseudoa_piscic_GCF_003429325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/429/325/GCF_003429325.1_ASM342932v1	Pseudoalteromonas piscicida	Complete Genome
Pseudoa_piscic_GCF_019797925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/797/925/GCF_019797925.1_ASM1979792v1	Pseudoalteromonas piscicida	Complete Genome
Pseudoa_piscic_GCF_020623585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/623/585/GCF_020623585.1_ASM2062358v1	Pseudoalteromonas piscicida	Complete Genome
Pseudoa_rubra_GCF_000238295_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/295/GCF_000238295.3_ASM23829v4	Pseudoalteromonas rubra	Chromosome
Pseudoa_rubra_GCF_001482385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/385/GCF_001482385.1_ASM148238v1	Pseudoalteromonas rubra	Complete Genome
Pseudoa_rubra_GCF_005886805_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/805/GCF_005886805.2_ASM588680v2	Pseudoalteromonas rubra	Complete Genome
Pseudoa_transluci_GCF_000026085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/085/GCF_000026085.1_ASM2608v1	Pseudoalteromonas translucida	Complete Genome
Pseudoa_transluci_KMM_520_GCF_001465295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/295/GCF_001465295.1_ASM146529v1	Pseudoalteromonas translucida	Complete Genome
Pseudoa_tun_GCF_002310815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/815/GCF_002310815.1_ASM231081v1	Pseudoalteromonas tunicata	Complete Genome
Pseudoa_tun_GCF_003568825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/825/GCF_003568825.1_ASM356882v1	Pseudoalteromonas tunicata	Complete Genome
Pseudom_aeruginosa_19BR_GCF_000223945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/945/GCF_000223945.1_ASM22394v2	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_213BR_GCF_000223965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/965/GCF_000223965.1_ASM22396v2	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_39016_GCF_000148745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/745/GCF_000148745.1_ASM14874v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_B136_33_GCF_000359505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/505/GCF_000359505.1_ASM35950v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_CI27_GCF_022810825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/810/825/GCF_022810825.1_ASM2281082v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_C_NN2_GCF_900185255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/185/255/GCF_900185255.1_NN2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_DHS01_GCF_000496455_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/496/455/GCF_000496455.2_ASM49645v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_DK1_GCF_900069025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/069/025/GCF_900069025.1_ASM90006902v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_DK2_GCF_000271365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/365/GCF_000271365.1_ASM27136v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_DSM_50071_NBRC_12689_GCF_001045685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/685/GCF_001045685.1_ASM104568v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_000750905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/905/GCF_000750905.1_PSE305	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_GCF_000763245_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/245/GCF_000763245.3_ASM76324v3	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_000816985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/985/GCF_000816985.1_ASM81698v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_000829255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/255/GCF_000829255.1_ASM82925v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_000829275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/275/GCF_000829275.1_ASM82927v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_000829885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/885/GCF_000829885.1_ASM82988v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_000981825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/825/GCF_000981825.1_ASM98182v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_000988505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/505/GCF_000988505.1_ASM98850v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_GCF_001077475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/475/GCF_001077475.1_ASM107747v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001293085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/085/GCF_001293085.1_ASM129308v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001447845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/845/GCF_001447845.1_ASM144784v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001457615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/615/GCF_001457615.1_NCTC10332	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001482325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/325/GCF_001482325.1_ASM148232v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001515845_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/515/845/GCF_001515845.2_ASM151584v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001515915_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/515/915/GCF_001515915.2_ASM151591v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/005/GCF_001516005.1_ASM151600v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/105/GCF_001516105.1_ASM151610v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516165_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/165/GCF_001516165.2_ASM151616v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516185_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/185/GCF_001516185.2_ASM151618v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516205_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/205/GCF_001516205.2_ASM151620v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516225_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/225/GCF_001516225.2_ASM151622v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516245_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/245/GCF_001516245.2_ASM151624v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/265/GCF_001516265.1_ASM151626v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516305_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/305/GCF_001516305.2_ASM151630v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516325_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/325/GCF_001516325.2_ASM151632v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/345/GCF_001516345.1_ASM151634v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516365_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/365/GCF_001516365.2_ASM151636v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001516385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/516/385/GCF_001516385.1_ASM151638v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001518975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/975/GCF_001518975.1_ASM151897v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001542795_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/795/GCF_001542795.2_ASM154279v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001542835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/835/GCF_001542835.1_ASM154283v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001547955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/955/GCF_001547955.1_ASM154795v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001548135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/135/GCF_001548135.1_ASM154813v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001548335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/335/GCF_001548335.1_ASM154833v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001594325_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/325/GCF_001594325.2_ASM159432v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001606045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/045/GCF_001606045.1_ASM160604v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001618925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/925/GCF_001618925.1_ASM161892v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001632245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/245/GCF_001632245.1_ASM163224v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001679685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/685/GCF_001679685.1_ASM167968v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001687285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/285/GCF_001687285.1_ASM168728v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001721745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/745/GCF_001721745.1_ASM172174v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001721765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/765/GCF_001721765.1_ASM172176v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001721785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/785/GCF_001721785.1_ASM172178v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001721805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/805/GCF_001721805.1_ASM172180v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001721825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/825/GCF_001721825.1_ASM172182v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001721845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/845/GCF_001721845.1_ASM172184v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001722005_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/005/GCF_001722005.2_ASM172200v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001722025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/025/GCF_001722025.1_ASM172202v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001722045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/045/GCF_001722045.1_ASM172204v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001729505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/505/GCF_001729505.1_ASM172950v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001750705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/705/GCF_001750705.1_ASM175070v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001792835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/835/GCF_001792835.1_ASM179283v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001792855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/855/GCF_001792855.1_ASM179285v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001792875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/875/GCF_001792875.1_ASM179287v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001870265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/265/GCF_001870265.1_ASM187026v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001874465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/874/465/GCF_001874465.1_ASM187446v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001879525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/525/GCF_001879525.1_ASM187952v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001900195_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/195/GCF_001900195.1_ASM190019v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001900225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/225/GCF_001900225.1_ASM190022v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_001900265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/265/GCF_001900265.1_ASM190026v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002075065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/065/GCF_002075065.1_ASM207506v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002085605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/605/GCF_002085605.1_ASM208560v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002085755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/755/GCF_002085755.1_ASM208575v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002104595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/104/595/GCF_002104595.1_ASM210459v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002104615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/104/615/GCF_002104615.1_ASM210461v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002116945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/945/GCF_002116945.1_ASM211694v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_GCF_002116985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/985/GCF_002116985.1_ASM211698v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_GCF_002117025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/025/GCF_002117025.1_ASM211702v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_GCF_002117045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/045/GCF_002117045.1_ASM211704v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_GCF_002192475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/475/GCF_002192475.1_ASM219247v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002192495_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/495/GCF_002192495.1_ASM219249v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002205335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/335/GCF_002205335.1_ASM220533v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002205355_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/355/GCF_002205355.1_ASM220535v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002205375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/375/GCF_002205375.1_ASM220537v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002208645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/645/GCF_002208645.1_ASM220864v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002215345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/345/GCF_002215345.1_ASM221534v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002223805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/223/805/GCF_002223805.1_ASM222380v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002237405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/405/GCF_002237405.1_ASM223740v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002237425_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/425/GCF_002237425.1_ASM223742v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002287725_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/725/GCF_002287725.2_ASM228772v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002411865_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/411/865/GCF_002411865.3_ASM241186v3	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002442855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/855/GCF_002442855.1_ASM244285v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002753655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/655/GCF_002753655.1_ASM275365v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002812825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/825/GCF_002812825.1_ASM281282v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002812845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/845/GCF_002812845.1_ASM281284v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002812865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/865/GCF_002812865.1_ASM281286v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_GCF_002812885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/885/GCF_002812885.1_ASM281288v1	Pseudomonas aeruginosa	Complete Genome
